Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,203,Anti-Arrhythmic Drugs,391,"œ2,491.51","œ2,674.38"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1103,Anti-Infective Eye Preparations,"2,247","œ4,589.14","œ4,947.45"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1310,Anti-Infective Skin Preparations,"3,881","œ16,000.62","œ17,302.52"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,501,Antibacterial Drugs,"37,851","œ141,505.81","œ152,548.25"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,208,Anticoagulants And Protamine,"7,422","œ34,454.89","œ37,126.71"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,403,Antidepressant Drugs,"29,106","œ92,961.22","œ99,341.60"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,408,Antiepileptics,"12,290","œ274,655.42","œ296,948.05"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,211,Antifibrinolytic Drugs & Haemostatics,403,"œ3,560.67","œ3,847.95"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,502,Antifungal Drugs,"1,653","œ14,320.65","œ15,493.74"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,304,"Antihist, Hyposensit & Allergic Emergen","8,747","œ28,443.17","œ30,427.23"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1312,Antiperspirants,35,œ116.31,œ125.69
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,209,Antiplatelet Drugs,"26,976","œ37,642.84","œ39,191.84"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,504,Antiprotozoal Drugs,"2,285","œ4,808.36","œ5,083.17"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,103,Antisecretory Drugs+Mucosal Protectants,"34,689","œ70,033.76","œ74,280.41"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,102,Antispasmod.&Other Drgs Alt.Gut Motility,"2,080","œ19,006.10","œ20,405.79"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,503,Antiviral Drugs,402,"œ15,709.71","œ16,941.60"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2002,Arm Sling/Bandages,724,"œ14,667.43","œ15,899.75"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,308,Aromatic Inhalations,29,œ43.48,œ46.67
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2140,Bacterial Decolonisation Products,5,œ23.29,œ25.20
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2320,Bag Closures,2,œ29.86,œ32.38
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2325,Bag Covers,9,œ159.12,œ172.54
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1907,Base/Dil/Susp Agents/Stabilisers,367,"œ7,816.59","œ8,469.84"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2330,Belts,34,œ885.03,œ959.92
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,204,Beta-Adrenoceptor Blocking Drugs,"20,741","œ38,995.58","œ41,347.75"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,301,Bronchodilators,"26,958","œ260,804.76","œ282,425.86"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,404,CNS Stimulants and drugs used for ADHD,588,"œ25,969.38","œ28,145.25"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2113,Catheter Maintenance Solutions,82,"œ3,243.26","œ3,517.66"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2205,Catheter Valves,15,œ308.56,œ334.50
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2102,Catheters,406,"œ40,994.69","œ44,460.92"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2017,Cervical Collar,9,œ20.83,œ22.48
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2103,Chiropody Appliances,4,œ28.62,œ30.98
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,105,Chronic Bowel Disorders,"1,398","œ51,875.56","œ56,171.90"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2335,Colostomy Bags,217,"œ36,722.36","œ39,776.65"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,910,Compound Vit/Mineral Formulations,372,"œ4,876.22","œ5,269.38"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2104,Contraceptive Devices,75,œ978.25,"œ1,060.60"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,703,Contraceptives,"6,771","œ54,838.57","œ59,352.06"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1913,Cordials/Soft Drinks,9,œ80.27,œ86.94
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1104,Corti'roids & Other Anti-Inflamm.Preps.,"1,701","œ6,517.74","œ7,046.51"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,603,Corticosteroids (Endocrine),"5,667","œ41,117.63","œ44,129.38"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,302,Corticosteroids (Respiratory),"14,408","œ442,461.63","œ479,724.87"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,309,Cough Preparations,"2,742","œ2,697.54","œ2,744.92"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,303,"Cromoglycate,Rel,Leukotriene Antagonists","1,988","œ54,973.94","œ59,562.90"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,801,Cytotoxic Drugs,153,"œ2,937.07","œ3,171.96"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2345,Deodorants,95,"œ1,316.40","œ1,427.77"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2346,Discharge Solidifying Agents,8,œ242.91,œ263.46
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,202,Diuretics,"24,637","œ31,525.98","œ32,835.60"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1201,Drugs Acting On The Ear,"1,667","œ5,928.45","œ6,407.88"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1202,Drugs Acting On The Nose,"4,521","œ33,830.43","œ36,631.73"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1203,Drugs Acting On The Oropharynx,"1,032","œ4,379.34","œ4,733.29"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,606,Drugs Affecting Bone Metabolism,"7,042","œ26,244.93","œ28,352.24"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,109,Drugs Affecting Intestinal Secretions,353,"œ14,637.88","œ15,850.35"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,802,Drugs Affecting The Immune Response,"1,030","œ50,998.46","œ55,258.44"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,704,Drugs For Genito-Urinary Disorders,"9,233","œ148,019.49","œ160,010.64"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,601,Drugs Used In Diabetes,"43,446","œ707,445.68","œ765,630.61"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,406,Drugs Used In Nausea And Vertigo,"5,196","œ28,837.32","œ30,914.26"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1002,Drugs Used In Neuromuscular  Disorders,976,"œ5,574.05","œ5,956.70"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,701,Drugs Used In Obstetrics,1,œ8.37,œ9.06
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,409,Drugs Used In Park'ism/Related Disorders,"2,570","œ46,374.91","œ50,082.13"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,402,Drugs Used In Psychoses & Rel.Disorders,"7,311","œ105,697.52","œ114,033.53"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1001,Drugs Used In Rheumatic Diseases & Gout,"18,957","œ81,697.97","œ87,692.21"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,410,Drugs Used In Substance Dependence,"3,568","œ53,863.47","œ58,034.51"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,411,Drugs for Dementia,"1,876","œ42,249.83","œ45,685.69"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,405,Drugs used in the Treatment of Obesity,649,"œ19,969.53","œ21,646.85"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2121,Dry Mouth Products,11,œ54.98,œ59.48
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,101,Dyspep&Gastro-Oesophageal Reflux Disease,"4,015","œ29,749.44","œ32,107.85"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2107,Elastic Hosiery,323,"œ4,351.39","œ4,714.03"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1302,Emollient & Barrier Preparations,"20,460","œ109,917.97","œ118,931.91"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2122,Emollients,"1,565","œ9,637.01","œ10,431.75"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2130,Eye Products,653,"œ5,132.66","œ5,558.34"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2350,Filters/Bridges,3,œ72.53,œ78.68
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,902,Fluids And Electrolytes,"1,460","œ7,835.62","œ8,347.51"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,909,Foods,64,"œ6,880.89","œ7,462.82"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2004,Gauzes & Gauze Tissue,60,œ416.21,œ450.60
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1501,General Anaesthesia,78,"œ3,116.37","œ3,377.88"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,911,Health Supplements,66,"œ1,950.95","œ2,081.60"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,205,Hypertension and Heart Failure,"51,416","œ155,647.06","œ166,758.59"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,401,Hypnotics And Anxiolytics,"10,695","œ46,461.49","œ49,636.50"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,605,Hypothalamic&Pituitary Hormones&Antioest,247,"œ39,407.46","œ42,736.87"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2360,Ileostomy Bags,193,"œ28,031.75","œ30,395.57"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1405,Immunoglobulins,2,œ180.16,œ195.36
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2240,Incontinence Sheath Fixing Strips & Adh,7,œ221.12,œ217.06
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2230,Incontinence Sheaths,89,"œ5,287.21","œ5,711.91"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2133,Indwelling Pleural Cath Drain System,1,œ83.94,œ91.00
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2132,Inhalation Solutions,32,œ758.23,œ821.92
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2116,Irrigation Solutions,575,"œ3,877.45","œ4,191.40"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2370,Irrigation Washout Appliances,4,œ526.03,œ570.42
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2142,Jaw Rehabilitation Device,1,œ202.40,œ219.50
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,106,Laxatives,"13,337","œ43,578.51","œ46,244.10"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2250,Leg Bags,208,"œ7,400.12","œ7,974.90"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,212,Lipid-Regulating Drugs,"55,934","œ182,040.75","œ195,063.50"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1502,Local Anaesthesia,405,"œ4,460.69","œ4,834.33"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,107,Local Prepn for Anal & Rectal Disorders,"1,403","œ9,115.80","œ9,865.59"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2138,Low Friction Products,5,œ142.90,œ154.94
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2114,Lubricant Gels,90,œ415.52,œ450.05
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2127,Lymphoedema Garments,39,"œ2,001.47","œ2,170.53"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,908,Metabolic Disorders,6,"œ1,307.64","œ1,418.00"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2143,Micro-Enema - Sodium Citrate,1,œ4.68,œ5.06
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,905,Minerals,"1,047","œ25,024.98","œ26,958.86"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1108,Miscellaneous Ophthalmic Preparations,"3,394","œ16,565.57","œ17,918.74"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1315,Miscellaneous Topical Preparations,2,œ365.04,œ396.08
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,307,Mucolytics,"2,427","œ35,110.46","œ37,879.80"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1105,Mydriatics And Cycloplegics,80,"œ1,073.74","œ1,163.54"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2124,Nasal Products,"1,630","œ2,196.93","œ2,361.01"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2260,Night Drainage Bags,229,"œ3,619.21","œ3,885.95"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,206,"Nit,Calc Block & Other Antianginal Drugs","38,926","œ123,314.64","œ131,990.94"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2119,Oral Film Forming Agents,4,œ118.81,œ128.80
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,904,Oral Nutrition,"5,982","œ250,133.75","œ270,845.00"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2101,Other Appliances,"7,928","œ66,782.36","œ72,303.83"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,607,Other Endocrine Drugs,69,"œ2,883.96","œ3,126.08"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,912,Other Health Supplements,127,"œ2,319.95","œ2,509.81"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1905,Other Preparations,24,œ202.29,œ218.77
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2112,Peak Flow Meters,72,œ409.80,œ443.52
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2137,Pelvic Toning Devices,1,œ13.85,œ15.00
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2129,Plantar Pressure Offloading Device,29,œ683.66,œ741.32
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2008,Plasters,1,œ13.29,œ14.40
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,201,Positive Inotropic Drugs,"2,928","œ2,541.91","œ2,529.65"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1305,Preparations For Eczema And Psoriasis,"1,096","œ42,837.82","œ46,448.77"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1307,Preparations For Warts And Calluses,399,"œ2,152.28","œ2,328.63"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1902,Selective Preparations,"1,251","œ22,688.30","œ24,434.25"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,604,Sex Hormones,"3,697","œ31,571.74","œ34,066.72"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,803,Sex Hormones & Antag In Malig Disease,"1,487","œ56,086.56","œ60,771.95"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1309,Shampoo&Other Preps For Scalp&Hair Cond,"1,568","œ9,303.74","œ10,070.23"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2020,Silk Garments,17,œ899.60,œ975.62
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1904,Single Substances,13,œ41.50,œ44.84
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1311,"Skin Cleansers,Antiseptics & Desloughing",211,"œ1,377.54","œ1,463.30"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2014,"Skin Closure Strips, Sterile",13,œ29.13,œ30.96
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2380,Skin Fillers And Protectives,487,"œ7,634.45","œ8,276.54"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2385,Skin Protectors,71,"œ4,997.97","œ5,398.36"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1003,Soft-Tissue Disorders & Topical Pain Rel,"5,423","œ25,333.76","œ27,404.55"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2009,Stockinette,790,"œ9,765.65","œ10,582.13"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2390,Stoma Caps/Dressings,2,œ69.87,œ75.80
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1308,Sunscreens And Camouflagers,143,"œ3,640.40","œ3,861.14"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2010,Surgical Adhesive Tape,532,"œ1,912.25","œ2,067.37"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2011,Surgical Sutures,37,œ42.36,œ45.96
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2012,Swabs,901,"œ2,059.63","œ2,222.61"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,207,Sympathomimetics,4,œ442.65,œ479.96
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,310,Systemic Nasal Decongestants,248,œ492.16,œ518.43
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,602,Thyroid And Antithyroid Drugs,"18,029","œ63,130.47","œ67,688.16"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1303,Top Local Anaesthetics & Antipruritics,462,œ969.14,"œ1,037.26"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1314,Topical Circulatory Preparations,119,œ498.10,œ538.65
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1304,Topical Corticosteroids,"10,694","œ51,102.38","œ55,283.63"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2005,Tracheostomy & Laryngectomy Appliances,57,"œ2,368.11","œ2,568.08"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1106,Treatment Of Glaucoma,"4,302","œ51,071.75","œ55,326.64"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,702,Treatment Of Vaginal & Vulval Conditions,"1,245","œ7,391.75","œ7,991.10"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2106,Trusses,4,œ97.31,œ105.52
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2280,Tubing And Accessories,80,"œ1,260.94","œ1,339.45"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2394,Two Piece Ostomy Systems,133,"œ12,311.09","œ13,353.01"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2290,Urinal Systems,6,œ182.79,œ198.27
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2396,Urostomy Bags,37,"œ6,016.21","œ6,525.55"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1404,Vaccines And Antisera,"26,345","œ190,036.16","œ205,634.45"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2118,Vacuum Pumps for Erectile Dysfunction,19,"œ1,548.06","œ1,679.05"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2123,Vaginal Moisturisers,35,œ239.89,œ259.72
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2134,Vaginal PH Correction Products,16,œ101.82,œ110.25
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1301,Vehicles and Emulsifying Agents,1,œ5.76,œ6.23
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2120,Venous Ulcer Compression System,8,œ303.23,œ328.78
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,906,Vitamins,"21,457","œ117,687.54","œ123,454.86"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1914,Waters,50,œ261.96,œ282.70
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,2003,Wound Management & other Dressings,"3,059","œ87,644.60","œ95,026.83"
3rd Quarter 2012/2013,5C200,PCT BARKING & DAGENHAM,1313,Wound Management Products,14,œ276.96,œ300.06
3rd Quarter 2012/2013,5A900,PCT BARNET,2001,Absorbent Cottons,20,œ99.63,œ107.79
3rd Quarter 2012/2013,5A900,PCT BARNET,1906,Acids,16,œ54.76,œ58.31
3rd Quarter 2012/2013,5A900,PCT BARNET,1306,Acne and Rosacea,"4,139","œ46,356.24","œ50,216.16"
3rd Quarter 2012/2013,5A900,PCT BARNET,104,Acute Diarrhoea,"2,101","œ6,585.88","œ7,041.07"
3rd Quarter 2012/2013,5A900,PCT BARNET,2305,Adhesive Discs/Rings/Pads/Plasters,177,"œ6,621.39","œ7,175.78"
3rd Quarter 2012/2013,5A900,PCT BARNET,2136,Adhesive Dressing Remover Ster Silicone,4,œ165.25,œ179.20
3rd Quarter 2012/2013,5A900,PCT BARNET,2315,Adhesive Removers (Sprays/Liquids/Wipes),593,"œ14,662.24","œ15,902.44"
3rd Quarter 2012/2013,5A900,PCT BARNET,901,Anaemias + Other Blood Disorders,"18,454","œ56,139.15","œ59,562.42"
3rd Quarter 2012/2013,5A900,PCT BARNET,2128,Anal Irrigation System,53,"œ7,402.49","œ8,029.24"
3rd Quarter 2012/2013,5A900,PCT BARNET,2202,Anal Plugs,8,œ605.74,œ656.85
3rd Quarter 2012/2013,5A900,PCT BARNET,407,Analgesics,"60,984","œ498,771.85","œ538,564.12"
3rd Quarter 2012/2013,5A900,PCT BARNET,505,Anthelmintics,446,œ689.68,œ734.35
3rd Quarter 2012/2013,5A900,PCT BARNET,203,Anti-Arrhythmic Drugs,"1,524","œ11,970.61","œ12,912.06"
3rd Quarter 2012/2013,5A900,PCT BARNET,1103,Anti-Infective Eye Preparations,"4,044","œ9,135.51","œ9,854.35"
3rd Quarter 2012/2013,5A900,PCT BARNET,1310,Anti-Infective Skin Preparations,"8,078","œ42,525.52","œ46,017.01"
3rd Quarter 2012/2013,5A900,PCT BARNET,501,Antibacterial Drugs,"56,819","œ289,200.57","œ311,842.39"
3rd Quarter 2012/2013,5A900,PCT BARNET,208,Anticoagulants And Protamine,"12,449","œ103,520.84","œ111,483.90"
3rd Quarter 2012/2013,5A900,PCT BARNET,403,Antidepressant Drugs,"48,123","œ235,219.41","œ253,202.74"
3rd Quarter 2012/2013,5A900,PCT BARNET,408,Antiepileptics,"19,427","œ485,245.45","œ524,884.85"
3rd Quarter 2012/2013,5A900,PCT BARNET,211,Antifibrinolytic Drugs & Haemostatics,581,"œ5,241.68","œ5,662.45"
3rd Quarter 2012/2013,5A900,PCT BARNET,502,Antifungal Drugs,"2,874","œ32,439.43","œ35,127.78"
3rd Quarter 2012/2013,5A900,PCT BARNET,304,"Antihist, Hyposensit & Allergic Emergen","14,594","œ74,766.78","œ80,491.17"
3rd Quarter 2012/2013,5A900,PCT BARNET,1312,Antiperspirants,99,"œ1,916.13","œ2,076.48"
3rd Quarter 2012/2013,5A900,PCT BARNET,209,Antiplatelet Drugs,"41,233","œ76,490.46","œ81,483.20"
3rd Quarter 2012/2013,5A900,PCT BARNET,504,Antiprotozoal Drugs,"3,959","œ10,588.80","œ11,334.03"
3rd Quarter 2012/2013,5A900,PCT BARNET,103,Antisecretory Drugs+Mucosal Protectants,"57,619","œ203,037.53","œ218,370.36"
3rd Quarter 2012/2013,5A900,PCT BARNET,102,Antispasmod.&Other Drgs Alt.Gut Motility,"4,192","œ39,733.10","œ42,744.07"
3rd Quarter 2012/2013,5A900,PCT BARNET,503,Antiviral Drugs,"1,195","œ25,712.13","œ27,838.00"
3rd Quarter 2012/2013,5A900,PCT BARNET,2002,Arm Sling/Bandages,"2,096","œ34,396.88","œ37,281.22"
3rd Quarter 2012/2013,5A900,PCT BARNET,308,Aromatic Inhalations,41,œ59.38,œ63.75
3rd Quarter 2012/2013,5A900,PCT BARNET,2320,Bag Closures,9,œ63.98,œ69.33
3rd Quarter 2012/2013,5A900,PCT BARNET,2325,Bag Covers,9,œ196.56,œ213.18
3rd Quarter 2012/2013,5A900,PCT BARNET,1907,Base/Dil/Susp Agents/Stabilisers,877,"œ20,737.51","œ22,302.63"
3rd Quarter 2012/2013,5A900,PCT BARNET,2330,Belts,69,"œ2,824.13","œ3,060.20"
3rd Quarter 2012/2013,5A900,PCT BARNET,204,Beta-Adrenoceptor Blocking Drugs,"32,994","œ99,249.19","œ106,725.50"
3rd Quarter 2012/2013,5A900,PCT BARNET,301,Bronchodilators,"29,117","œ263,896.84","œ285,623.47"
3rd Quarter 2012/2013,5A900,PCT BARNET,404,CNS Stimulants and drugs used for ADHD,"1,073","œ61,152.25","œ66,291.32"
3rd Quarter 2012/2013,5A900,PCT BARNET,2113,Catheter Maintenance Solutions,158,"œ6,121.30","œ6,638.39"
3rd Quarter 2012/2013,5A900,PCT BARNET,2205,Catheter Valves,83,"œ1,480.66","œ1,605.32"
3rd Quarter 2012/2013,5A900,PCT BARNET,2102,Catheters,906,"œ88,920.02","œ96,442.49"
3rd Quarter 2012/2013,5A900,PCT BARNET,2017,Cervical Collar,1,œ2.22,œ2.40
3rd Quarter 2012/2013,5A900,PCT BARNET,2103,Chiropody Appliances,14,œ119.96,œ129.92
3rd Quarter 2012/2013,5A900,PCT BARNET,105,Chronic Bowel Disorders,"3,245","œ188,130.09","œ203,862.50"
3rd Quarter 2012/2013,5A900,PCT BARNET,2335,Colostomy Bags,330,"œ68,097.00","œ73,861.28"
3rd Quarter 2012/2013,5A900,PCT BARNET,910,Compound Vit/Mineral Formulations,398,"œ3,099.42","œ3,341.44"
3rd Quarter 2012/2013,5A900,PCT BARNET,2104,Contraceptive Devices,116,"œ1,228.26","œ1,331.67"
3rd Quarter 2012/2013,5A900,PCT BARNET,703,Contraceptives,"11,240","œ127,352.00","œ137,894.76"
3rd Quarter 2012/2013,5A900,PCT BARNET,1913,Cordials/Soft Drinks,43,œ939.42,œ974.97
3rd Quarter 2012/2013,5A900,PCT BARNET,1104,Corti'roids & Other Anti-Inflamm.Preps.,"3,876","œ18,293.15","œ19,777.47"
3rd Quarter 2012/2013,5A900,PCT BARNET,603,Corticosteroids (Endocrine),"7,604","œ88,656.68","œ95,601.72"
